model_name,chunk_size,delta,noise,ground_threshold,min_support_per_class,precision,recall,f1
Qwen_Qwen3-32B,400,0.02,0.05,2,3,0.5882352941176471,0.45454545454545453,0.5128205128205129
Qwen_Qwen3-32B,400,0.02,0.05,3,3,0.6363636363636364,0.3181818181818182,0.4242424242424242
Qwen_Qwen3-32B,400,0.02,0.05,4,3,0.7142857142857143,0.22727272727272727,0.3448275862068965
Qwen_Qwen3-32B,400,0.02,0.05,5,3,0.3333333333333333,0.045454545454545456,0.08
Qwen_Qwen3-32B,400,0.02,0.05,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.05,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.05,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.05,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.05,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.06,1,3,0.56,0.6363636363636364,0.5957446808510639
Qwen_Qwen3-32B,400,0.02,0.06,2,3,0.6666666666666666,0.45454545454545453,0.5405405405405405
Qwen_Qwen3-32B,400,0.02,0.06,3,3,0.75,0.2727272727272727,0.39999999999999997
Qwen_Qwen3-32B,400,0.02,0.06,4,3,0.6,0.13636363636363635,0.22222222222222218
Qwen_Qwen3-32B,400,0.02,0.06,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.06,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.06,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.06,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.06,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.06,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.07,1,3,0.6190476190476191,0.5909090909090909,0.6046511627906977
Qwen_Qwen3-32B,400,0.02,0.07,2,3,0.5833333333333334,0.3181818181818182,0.4117647058823529
Qwen_Qwen3-32B,400,0.02,0.07,3,3,0.6666666666666666,0.18181818181818182,0.28571428571428575
Qwen_Qwen3-32B,400,0.02,0.07,4,3,0.3333333333333333,0.045454545454545456,0.08
Qwen_Qwen3-32B,400,0.02,0.07,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.07,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.07,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.07,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.07,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.07,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.08,1,3,0.6666666666666666,0.45454545454545453,0.5405405405405405
Qwen_Qwen3-32B,400,0.02,0.08,2,3,0.5,0.22727272727272727,0.3125
Qwen_Qwen3-32B,400,0.02,0.08,3,3,0.6666666666666666,0.09090909090909091,0.16
Qwen_Qwen3-32B,400,0.02,0.08,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.08,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.08,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.08,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.08,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.08,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.08,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.09,1,3,0.6428571428571429,0.4090909090909091,0.5000000000000001
Qwen_Qwen3-32B,400,0.02,0.09,2,3,0.4,0.09090909090909091,0.14814814814814814
Qwen_Qwen3-32B,400,0.02,0.09,3,3,0.5,0.045454545454545456,0.08333333333333334
Qwen_Qwen3-32B,400,0.02,0.09,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.09,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.09,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.09,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.09,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.09,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.09,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.1,1,3,0.5555555555555556,0.22727272727272727,0.3225806451612903
Qwen_Qwen3-32B,400,0.02,0.1,2,3,0.25,0.045454545454545456,0.07692307692307693
Qwen_Qwen3-32B,400,0.02,0.1,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.1,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.1,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.1,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.1,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.1,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.1,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.02,0.1,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.01,1,3,0.475,0.8636363636363636,0.6129032258064516
Qwen_Qwen3-32B,400,0.03,0.01,2,3,0.5428571428571428,0.8636363636363636,0.6666666666666666
Qwen_Qwen3-32B,400,0.03,0.01,3,3,0.5714285714285714,0.5454545454545454,0.5581395348837208
Qwen_Qwen3-32B,400,0.03,0.01,4,3,0.4444444444444444,0.18181818181818182,0.2580645161290322
Qwen_Qwen3-32B,400,0.03,0.01,5,3,0.5,0.045454545454545456,0.08333333333333334
Qwen_Qwen3-32B,400,0.03,0.01,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.01,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.01,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.01,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.01,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.02,1,3,0.5,0.8636363636363636,0.6333333333333333
Qwen_Qwen3-32B,400,0.03,0.02,2,3,0.6296296296296297,0.7727272727272727,0.6938775510204083
Qwen_Qwen3-32B,400,0.03,0.02,3,3,0.6111111111111112,0.5,0.55
Qwen_Qwen3-32B,400,0.03,0.02,4,3,0.4,0.09090909090909091,0.14814814814814814
Qwen_Qwen3-32B,400,0.03,0.02,5,3,0.5,0.045454545454545456,0.08333333333333334
Qwen_Qwen3-32B,400,0.03,0.02,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.02,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.02,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.02,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.02,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.03,1,3,0.5454545454545454,0.8181818181818182,0.6545454545454545
Qwen_Qwen3-32B,400,0.03,0.03,2,3,0.6363636363636364,0.6363636363636364,0.6363636363636364
Qwen_Qwen3-32B,400,0.03,0.03,3,3,0.625,0.45454545454545453,0.5263157894736842
Qwen_Qwen3-32B,400,0.03,0.03,4,3,0.6666666666666666,0.09090909090909091,0.16
Qwen_Qwen3-32B,400,0.03,0.03,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.03,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.03,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.03,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.03,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.03,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.04,1,3,0.5714285714285714,0.7272727272727273,0.64
Qwen_Qwen3-32B,400,0.03,0.04,2,3,0.6111111111111112,0.5,0.55
Qwen_Qwen3-32B,400,0.03,0.04,3,3,0.7777777777777778,0.3181818181818182,0.45161290322580644
Qwen_Qwen3-32B,400,0.03,0.04,4,3,0.6666666666666666,0.09090909090909091,0.16
Qwen_Qwen3-32B,400,0.03,0.04,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.04,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.04,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.04,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.04,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.04,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.05,1,3,0.56,0.6363636363636364,0.5957446808510639
Qwen_Qwen3-32B,400,0.03,0.05,2,3,0.6,0.4090909090909091,0.4864864864864865
Qwen_Qwen3-32B,400,0.03,0.05,3,3,0.6666666666666666,0.18181818181818182,0.28571428571428575
Qwen_Qwen3-32B,400,0.03,0.05,4,3,0.5,0.045454545454545456,0.08333333333333334
Qwen_Qwen3-32B,400,0.03,0.05,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.05,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.05,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.05,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.05,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.05,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.06,1,3,0.5833333333333334,0.6363636363636364,0.6086956521739131
Qwen_Qwen3-32B,400,0.03,0.06,2,3,0.8,0.36363636363636365,0.5000000000000001
Qwen_Qwen3-32B,400,0.03,0.06,3,3,0.6,0.13636363636363635,0.22222222222222218
Qwen_Qwen3-32B,400,0.03,0.06,4,3,0.5,0.045454545454545456,0.08333333333333334
Qwen_Qwen3-32B,400,0.03,0.06,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.06,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.06,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.06,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.06,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.06,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.07,1,3,0.6,0.5454545454545454,0.5714285714285713
Qwen_Qwen3-32B,400,0.03,0.07,2,3,0.75,0.2727272727272727,0.39999999999999997
Qwen_Qwen3-32B,400,0.03,0.07,3,3,0.5,0.09090909090909091,0.15384615384615385
Qwen_Qwen3-32B,400,0.03,0.07,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.07,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.07,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.07,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.07,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.07,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.07,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.08,1,3,0.6666666666666666,0.45454545454545453,0.5405405405405405
Qwen_Qwen3-32B,400,0.03,0.08,2,3,0.6,0.13636363636363635,0.22222222222222218
Qwen_Qwen3-32B,400,0.03,0.08,3,3,0.5,0.045454545454545456,0.08333333333333334
Qwen_Qwen3-32B,400,0.03,0.08,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.08,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.08,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.08,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.08,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.08,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.08,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.09,1,3,0.6923076923076923,0.4090909090909091,0.5142857142857142
Qwen_Qwen3-32B,400,0.03,0.09,2,3,0.6666666666666666,0.09090909090909091,0.16
Qwen_Qwen3-32B,400,0.03,0.09,3,3,1.0,0.045454545454545456,0.08695652173913045
Qwen_Qwen3-32B,400,0.03,0.09,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.09,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.09,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.09,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.09,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.09,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.09,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.1,1,3,0.625,0.22727272727272727,0.3333333333333333
Qwen_Qwen3-32B,400,0.03,0.1,2,3,0.5,0.045454545454545456,0.08333333333333334
Qwen_Qwen3-32B,400,0.03,0.1,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.1,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.1,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.1,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.1,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.1,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.1,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.03,0.1,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.01,1,3,0.5428571428571428,0.8636363636363636,0.6666666666666666
Qwen_Qwen3-32B,400,0.04,0.01,2,3,0.5238095238095238,0.5,0.5116279069767442
Qwen_Qwen3-32B,400,0.04,0.01,3,3,0.5,0.09090909090909091,0.15384615384615385
Qwen_Qwen3-32B,400,0.04,0.01,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.01,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.01,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.01,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.01,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.01,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.01,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.02,1,3,0.5806451612903226,0.8181818181818182,0.679245283018868
Qwen_Qwen3-32B,400,0.04,0.02,2,3,0.6428571428571429,0.4090909090909091,0.5000000000000001
Qwen_Qwen3-32B,400,0.04,0.02,3,3,0.5,0.09090909090909091,0.15384615384615385
Qwen_Qwen3-32B,400,0.04,0.02,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.02,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.02,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.02,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.02,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.02,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.02,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.03,1,3,0.5714285714285714,0.7272727272727273,0.64
Qwen_Qwen3-32B,400,0.04,0.03,2,3,0.6153846153846154,0.36363636363636365,0.4571428571428572
Qwen_Qwen3-32B,400,0.04,0.03,3,3,0.6666666666666666,0.09090909090909091,0.16
Qwen_Qwen3-32B,400,0.04,0.03,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.03,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.03,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.03,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.03,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.03,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.03,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.04,1,3,0.5833333333333334,0.6363636363636364,0.6086956521739131
Qwen_Qwen3-32B,400,0.04,0.04,2,3,0.625,0.22727272727272727,0.3333333333333333
Qwen_Qwen3-32B,400,0.04,0.04,3,3,0.6666666666666666,0.09090909090909091,0.16
Qwen_Qwen3-32B,400,0.04,0.04,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.04,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.04,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.04,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.04,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.04,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.04,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.05,1,3,0.5789473684210527,0.5,0.5365853658536586
Qwen_Qwen3-32B,400,0.04,0.05,2,3,0.625,0.22727272727272727,0.3333333333333333
Qwen_Qwen3-32B,400,0.04,0.05,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.05,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.05,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.05,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.05,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.05,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.05,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.05,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.06,1,3,0.6111111111111112,0.5,0.55
Qwen_Qwen3-32B,400,0.04,0.06,2,3,0.75,0.13636363636363635,0.23076923076923075
Qwen_Qwen3-32B,400,0.04,0.06,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.06,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.06,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.06,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.06,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.06,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.06,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.06,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.07,1,3,0.6428571428571429,0.4090909090909091,0.5000000000000001
Qwen_Qwen3-32B,400,0.04,0.07,2,3,0.6666666666666666,0.09090909090909091,0.16
Qwen_Qwen3-32B,400,0.04,0.07,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.07,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.07,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.07,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.07,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.07,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.07,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.07,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,1,3,0.7,0.3181818181818182,0.4375
Qwen_Qwen3-32B,400,0.04,0.08,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.08,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,1,3,0.625,0.22727272727272727,0.3333333333333333
Qwen_Qwen3-32B,400,0.04,0.09,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.09,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,1,3,0.3333333333333333,0.045454545454545456,0.08
Qwen_Qwen3-32B,400,0.04,0.1,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.04,0.1,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,1,3,0.7272727272727273,0.36363636363636365,0.4848484848484849
Qwen_Qwen3-32B,400,0.05,0.01,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.01,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,1,3,0.7777777777777778,0.3181818181818182,0.45161290322580644
Qwen_Qwen3-32B,400,0.05,0.02,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.02,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,1,3,0.75,0.2727272727272727,0.39999999999999997
Qwen_Qwen3-32B,400,0.05,0.03,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.03,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,1,3,0.6666666666666666,0.18181818181818182,0.28571428571428575
Qwen_Qwen3-32B,400,0.05,0.04,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.04,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,1,3,0.6666666666666666,0.18181818181818182,0.28571428571428575
Qwen_Qwen3-32B,400,0.05,0.05,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.05,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,1,3,0.75,0.13636363636363635,0.23076923076923075
Qwen_Qwen3-32B,400,0.05,0.06,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,5,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,6,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,7,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,8,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,9,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.06,10,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.07,1,3,0.5,0.045454545454545456,0.08333333333333334
Qwen_Qwen3-32B,400,0.05,0.07,2,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.07,3,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.07,4,3,0.0,0.0,0.0
Qwen_Qwen3-32B,400,0.05,0.07,5,3,0.0,0.0,0.0
